ActionActivitySpankItem,,,SourceCharacter hits DestinationCharacter FocusAssetGroup with a NextAsset.,,
ActionActivityMasturbateItem,,,SourceCharacter holds a NextAsset against DestinationCharacter FocusAssetGroup.,,
ActionActivityTickleItem,,,SourceCharacter tickles DestinationCharacter FocusAssetGroup with a NextAsset.,,
ActionActivityRubItem,,,SourceCharacter rubs DestinationCharacter FocusAssetGroup with a NextAsset.,,
ActionActivityRollItem,,,SourceCharacter rolls a NextAsset over DestinationCharacter FocusAssetGroup.,,
ActionActivityPourItem,,,SourceCharacter pours NextAsset onto DestinationCharacter FocusAssetGroup.,,
ActionActivityShockItem,,,SourceCharacter shocks DestinationCharacter FocusAssetGroup with a NextAsset,,
ActionInterruptedAdd,,,SourceCharacter was interrupted while trying to use a NextAsset on TargetCharacter.,,
ActionInterruptedRemove,,,SourceCharacter was interrupted while going for the PrevAsset on TargetCharacter.,,
ActionInterruptedSwap,,,SourceCharacter was interrupted while swapping a PrevAsset for a NextAsset on TargetCharacter.,,
SlowLeaveAttempt,,,SourceCharacter slowly heads for the door.,,
SlowLeaveCancel,,,SourceCharacter stops heading for the door.,,
SlowLeaveInterrupt,,,SourceCharacter was stopped from leaving.,,
SlowStop,,,SourceCharacter gets in the way of TargetCharacter, preventing them from leaving.,
StruggleAssist,,,SourceCharacter tries to help TargetCharacter to struggle free.,,
GiveLockpicks,,,SourceCharacter gives TargetCharacter some lockpicks to help herself with.,,
HoldLeash,,,SourceCharacter grabs the leash of TargetCharacter.,,
StopHoldLeash,,,SourceCharacter releases the leash of TargetCharacter.,,
MaidDrinkPickFreeWater,,,SourceCharacter picks a glass of water from DestinationCharacter tray.,,
MaidDrinkPickFreeOrangeJuice,,,SourceCharacter picks an orange juice from DestinationCharacter tray.,,
MaidDrinkPickFreeBeer,,,SourceCharacter picks a beer from DestinationCharacter tray.,,
MaidDrinkPickFreeWine,,,SourceCharacter picks a glass of wine from DestinationCharacter tray.,,
MaidDrinkPickVirginMojito,,,SourceCharacter buys a Virgin Mojito from DestinationCharacter tray.,,
MaidDrinkPickMargarita,,,SourceCharacter buys a Margarita from DestinationCharacter tray.,,
MaidDrinkPickWhiskey,,,SourceCharacter buys a glass of Whiskey from TargetCharacter.,,
MaidDrinkPickChampagne,,,SourceCharacter buys a glass of champagne from TargetCharacter.,,
MaidDrinkPickLemonadeJug,,,"SourceCharacter buys a jug of refreshing lemonade for everyone, from TargetCharacter.",,
MaidDrinkPickRoundShooters,,,"SourceCharacter buys a round of shooters for everyone, from TargetCharacter.",,
MaidDrinkPickSexOnTheBeachJug,,,"SourceCharacter buys a jug of Sex on the Beach for everyone, from TargetCharacter.",,
MaidDrinkPickBeerPitcher,,,"SourceCharacter buys a beer pitcher for everyone, from TargetCharacter.",,
MaidDrinkPickFreeTea,,,SourceCharacter picks a tea from DestinationCharacter tray.,,
MaidDrinkPickFreeCoffee,,,SourceCharacter picks a coffee from DestinationCharacter tray.,,
MaidDrinkPickHotChocolate,,,SourceCharacter buys a hot chocolate from DestinationCharacter tray.,,
MaidDrinkPickEspresso,,,SourceCharacter buys an espresso from DestinationCharacter tray.,,
MaidDrinkPickCappuccino,,,SourceCharacter buys a cappuccino from DestinationCharacter tray.,,
LockMemberNumber,,,Member number on lock:,,
ItemMemberNumber,,,Item member number:,,
TimerLeft,,,Time left:,,
TimerRestart,,,SourceCharacter restarts the five minutes timer padlock on DestinationCharacter FocusAssetGroup.,,
TimerUnknown,,,Unknown time left,,
RestartTimer,,,Restart Timer,,
TimerAddTime,,,SourceCharacter adds TimerTime TimerUnit to the padlock on DestinationCharacter FocusAssetGroup.,,
TimerRemoveTime,,,SourceCharacter removes TimerTime TimerUnit to the padlock on DestinationCharacter FocusAssetGroup.,,
TimerAddRemoveUnknownTime,,,an unknown amount of time,,
TimerRelease,,,The LockName on DestinationCharacterName FocusAssetGroup opens with a click,,
HighSecurityUpdate,,,SourceCharacter updates the key settings for the lock on DestinationCharacter FocusAssetGroup,,
HighSecuritySave,,,Save key list,,
HighSecuritySaveIntro,,,Enter keyholders' member numbers separated by commas.,,
HighSecurityWarning,,,"You don't have keys, saving will remove your access",,
HighSecurityAppendLover,,,Append lovers,,
HighSecurityAppendOwner,,,Append owner,,
HighSecurityAppendWhitelist,,,Append whitelist,,
CurrentMode,,,Current Mode:,,
FuturisticVibratorIncrease,,,Increase intensity,,
FuturisticVibratorDecrease,,,Decrease intensity,,
FuturisticVibratorDisable,,,Turn off,,
FuturisticVibratorEdge,,,Edge mode,,
FuturisticVibratorRandom,,,Random mode,,
FuturisticVibratorDeny,,,Deny mode,,
FuturisticVibratorTease,,,Tease mode,,
FuturisticVibratorShock,,,Trigger Shock,,
FuturisticVibratorSaveVoiceCommands,,,Save Voice Commands,,
FuturisticVibratorSaveVoiceCommandsAction,,,SourceCharacter changes the voice command settings on DestinationCharacter FocusAssetGroup.,,
FuturisticVibratorChange,,,DestinationCharacterName vibrator switches modes!,,
FuturisticVibratorShockTrigger,,,DestinationCharacterName vibrator lets out a sharp jolt!
CombinationFail,,,SourceCharacter tries the code CombinationNumber but fails to open the padlock on DestinationCharacter FocusAssetGroup.,,
CombinationChangeSuccess,,,SourceCharacter changes the code of the padlock on DestinationCharacter FocusAssetGroup.,,
CombinationChangeFail,,,SourceCharacter tries to change the code of the padlock on DestinationCharacter FocusAssetGroup but fails.,,
PasswordFail,,,SourceCharacter tries the word Password but fails to open the lock on DestinationCharacter FocusAssetGroup.,,
PasswordChangeSuccess,,,SourceCharacter changes the password of the lock on DestinationCharacter FocusAssetGroup.,,
EnableRandomInput,,,Enable random input of time from everyone else,,
AddTimerTimeMinutes,,,Add TimerTime minutes to the Timer,,
AddTimerTime,,,Add,,
RemoveItemWithTimer,,,Remove item when the lock timer runs out,,
WillRemoveItemWithTimer,,,The item will be removed when the lock timer runs out,,
WontRemoveItemWithTimer,,,The item will stay when the lock timer runs out,,
ShowItemWithTimerRemaining,,,Show the time remaining/being added,,
Random,,,Random,,
Minutes,,,minutes,,
Hours,,,hours,,
CombinationOld,,,Current Code :,,
CombinationNew,,,New Code :,,
CombinationEnter,,,Open lock,,
CombinationChange,,,Change code,,
CombinationError,,,Wrong code,,
CombinationErrorInput,,,Use 4 digits as a code,,
PasswordPadlockOld,,,Enter Password :,,
PasswordPadlockEnter,,,Open lock,,
PasswordPadlockSetPassword,,,Set password:,,
PasswordPadlockSetHint,,,Set hint text:,,
PasswordPadlockChangePassword,,,Accept,,
PasswordPadlockError,,,Wrong password,,
PasswordPadlockErrorInput,,,Password must be 8 or fewer letters only,,
TamperLockSetBy,,,Locked by:,,
TamperLockSetTime,,,Locked on:,,
ElectronicTagBadLock,,,This person is locked by different people,,
ElectronicTagGoodLock,,,This person is fully locked by: ,,
ElectronicTagGoodLockYou,,,This person is fully locked by you,,
SelectBondagePosition,,,Select the bondage position,,
SelectTapeWrapping,,,Select the tape wrapping,,
SelectAttachmentState,,,Select an item attachment,,
SelectPiercingState,,,Select the piercing attachment,,
CannotUnlockIfElbowBound,,,A victim cannot unlock herself if her elbows are bound,,
LockPickBreak,,,DestinationCharacterName jammed a lock and broke her lockpick!,,
LockpickTriesRemaining,,,"Remaining tries: ",,
LockpickJammed,,,"Failing or quitting will break your lockpick for 1 minute",,
LockpickFailed,,,"You jammed the lock.",,
LockpickFailedTimeout,,,"You are too tired to continue. Time remaining:",,
LockpickIntro,,,"Click the pins in the correct order to open the lock!",,
LockpickIntro2,,,"Clicking the wrong pin may falsely set it.",,
LockpickIntro3,,,"It will fall back after clicking other pins.",,
LockPickArousal,,,"Your hands are shaky and you lose some tension by accident!",,
ItemMiscMetalPadlockIntro,,,"""From your friendly hardware store""",,
ItemMiscIntricatePadlockIntro,,,"""Only one key works, but it can be picked""",,
ItemMiscHighSecurityPadlockIntro,,,"""Won't be getting picked on the streets""",,
ItemMiscTimerPadlockIntro,,,You can restart the timer but cannot unlock,,
ItemMiscCombinationPadlockIntro,,,"""If at first, you don't succeed...""",,
ItemMiscOwnerPadlockIntro,,,"""Never forget who you belong to""",,
ItemMiscOwnerPadlockDetail,,,Can only be locked or unlocked by her owner,,
ItemMiscOwnerTimerPadlockIntro,,,"""Never forget who you belong to""",,
ItemMiscOwnerTimerPadlockDetail,,,Can only be unlocked or extended by her owner,,
ItemMiscLoversPadlockIntro,,,"""A loving embrace""",,
ItemMiscLoversPadlockDetail,,,Can only be locked or unlocked by her lover,,
ItemMiscLoversTimerPadlockIntro,,,"""A loving embrace""",,
ItemMiscLoversTimerPadlockDetail,,,Can only be unlocked or extended by her lover,,
ItemMiscMistressPadlockIntro,,,Can only be locked or unlocked by a Club Mistress,,
ItemMiscMistressTimerPadlockIntro,,,Can only be unlocked or extended by a Club Mistress,,
ItemMiscExclusivePadlockIntro,,,"""Keeping you safe from yourself""",,
ItemMiscExclusivePadlockDetail,,,Can be opened by anyone but the wearer,,
ItemMiscPasswordPadlockIntro,,,"""Finders keepers""",,
ItemMiscPasswordPadlockDetail,,,Can be opened only with the correct password,,
MetalCuffsPoseInFront,,,In-front of body,,
MetalCuffsPoseBehindBack,,,Behind back,,
MetalCuffsRestrainInFront,,,SourceCharacter cuffs DestinationCharacter hands in-front of their body.,,
MetalCuffsRestrainBehindBack,,,SourceCharacter cuffs DestinationCharacter hands behind their back.,,
ItemArmsCeilingShacklesHeadLevel,,,On head level,,
ItemArmsCeilingShacklesOverhead,,,Over the head,,
ItemArmsCeilingShacklesSetHeadLevel,,,SourceCharacter lowers the ceiling shackles on TargetCharacter a bit.,,
ItemArmsCeilingShacklesSetOverhead,,,SourceCharacter raises the ceiling shackles on TargetCharacter over her head.,,
ItemArmsCeilingShacklesSetSuspensionHeadLevel,,,SourceCharacter detaches the shackles on TargetCharacter from the floor.,,
ItemArmsCeilingShacklesSetSuspensionOverhead,,,SourceCharacter attaches the shackles on TargetCharacter to the floor.,,
ItemNeckShinySteelCollarSelect,,,Select ring configuration,,
ItemNeckShinySteelCollarNoRing,,,Without ring,,
ItemNeckShinySteelCollarRing,,,With ring,,
ItemNeckShinySteelCollarSetNoRing,,,SourceCharacter removes the ring from DestinationCharacter collar.,,
ItemNeckShinySteelCollarSetRing,,,SourceCharacter attaches a ring to DestinationCharacter collar.,,
ItemArmsCuffsNone,,,Detached,,
ItemArmsCuffsWrist,,,Bind wrists,,
ItemArmsCuffsElbow,,,Bind elbows,,
ItemArmsCuffsBoth,,,Bind both,,
ItemArmsLeatherCuffsSetNone,,,SourceCharacter detaches the chain from DestinationCharacter leather cuffs.,,
ItemArmsLeatherCuffsSetWrist,,,SourceCharacter attaches the leather cuffs wrist chain behind DestinationCharacter back.,,
ItemArmsLeatherCuffsSetElbow,,,SourceCharacter attaches the leather cuffs elbow chain behind DestinationCharacter back.,,
ItemArmsLeatherCuffsSetBoth,,,SourceCharacter attaches the leather cuffs wrist and elbow chains behind DestinationCharacter back.,,
ItemArmsSteelCuffsSetNone,,,SourceCharacter detaches DestinationCharacter steel cuffs.,,
ItemArmsSteelCuffsSetWrist,,,SourceCharacter attaches DestinationCharacter steel cuffs behind her back.,,
FuturisticCuffsRestrainNone,,,SourceCharacter detaches the chain from DestinationCharacter futuristic cuffs.,,
FuturisticCuffsRestrainWrist,,,SourceCharacter attaches the futuristic cuffs wrist chain behind DestinationCharacter back.,,
FuturisticCuffsRestrainElbow,,,SourceCharacter attaches the futuristic cuffs elbow chain behind DestinationCharacter back.,,
FuturisticCuffsRestrainBoth,,,SourceCharacter attaches the futuristic cuffs wrist and elbow chains behind DestinationCharacter back.,,
FuturisticLegCuffsRestrainNone,,,SourceCharacter detaches the chain from DestinationCharacter futuristic leg cuffs.,,
FuturisticLegCuffsRestrainClosed,,,SourceCharacter attaches the futuristic leg cuffs chain on DestinationCharacter legs.,,
FuturisticAnkleCuffsRestrainNone,,,SourceCharacter detaches the chain from DestinationCharacter futuristic ankle cuffs.,,
FuturisticAnkleCuffsRestrainClosed,,,SourceCharacter attaches the futuristic ankle cuffs chain on DestinationCharacter ankles.,,
LeatherLegCuffsPoseNone,,,Detached,,
LeatherLegCuffsPoseClosed,,,Chain Closed,,
LeatherAnkleCuffsPoseNone,,,Detached,,
LeatherAnkleCuffsPoseClosed,,,Chain Closed,,
LeatherLegCuffsRestrainNone,,,SourceCharacter detaches the chain from DestinationCharacter leather leg cuffs.,,
LeatherLegCuffsRestrainClosed,,,SourceCharacter attaches the leather leg cuffs chain on DestinationCharacter legs.,,
LeatherAnkleCuffsRestrainNone,,,SourceCharacter detaches the chain from DestinationCharacter leather ankle cuffs.,,
LeatherAnkleCuffsRestrainClosed,,,SourceCharacter attaches the leather ankle cuffs chain on DestinationCharacter ankles.,,
ItemFeetSteelAnkleCuffsNone,,,Detached,,
ItemFeetSteelAnkleCuffsClosed,,,Bind legs,,
ItemFeetSteelAnkleCuffsSetNone,,,SourceCharacter detaches DestinationCharacter steel ankle cuffs.,,
ItemFeetSteelAnkleCuffsSetClosed,,,SourceCharacter attaches DestinationCharacter steel ankle cuffs.,,
ItemArmsOrnateCuffsSetNone,,,SourceCharacter detaches the chain from DestinationCharacter Ornate cuffs.,,
ItemArmsOrnateCuffsSetWrist,,,SourceCharacter attaches the Ornate cuffs wrist chain behind DestinationCharacter back.,,
ItemArmsOrnateCuffsSetElbow,,,SourceCharacter attaches the Ornate cuffs elbow chain behind DestinationCharacter back.,,
ItemArmsOrnateCuffsSetBoth,,,SourceCharacter attaches the Ornate cuffs wrist and elbow chains behind DestinationCharacter back.,,OrnateLegCuffsPoseNone,,,Detached,,
OrnateLegCuffsPoseClosed,,,Chain Closed,,
OrnateAnkleCuffsPoseNone,,,Detached,,
OrnateAnkleCuffsPoseClosed,,,Chain Closed,,
OrnateLegCuffsRestrainNone,,,SourceCharacter detaches the chain from DestinationCharacter Ornate leg cuffs.,,
OrnateLegCuffsRestrainClosed,,,SourceCharacter attaches the Ornate leg cuffs chain on DestinationCharacter legs.,,
OrnateAnkleCuffsRestrainNone,,,SourceCharacter detaches the chain from DestinationCharacter Ornate ankle cuffs.,,
OrnateAnkleCuffsRestrainClosed,,,SourceCharacter attaches the Ornate ankle cuffs chain on DestinationCharacter ankles.,,
ItemArmsStraitJacketSelect,,,How tight do you want to strap the jacket?,,
ItemArmsStraitJacketLoose,,,Loose,,
ItemArmsStraitJacketNormal,,,Normal,,
ItemArmsStraitJacketSnug,,,Snug,,
ItemArmsStraitJacketTight,,,Tight,,
ItemArmsStraitJacketSetLoose,,,SourceCharacter loosens the straps on DestinationCharacter straitjacket.,,
ItemArmsStraitJacketSetNormal,,,SourceCharacter adjusts the straps normally on DestinationCharacter straitjacket.,,
ItemArmsStraitJacketSetSnug,,,SourceCharacter snugs the straps on DestinationCharacter straitjacket.,,
ItemArmsStraitJacketSetTight,,,SourceCharacter tightens the straps on DestinationCharacter straitjacket.,,
ItemArmsLeatherStraitJacketSetLoose,,,SourceCharacter loosens the straps on DestinationCharacter leather straitjacket.,,
ItemArmsLeatherStraitJacketSetNormal,,,SourceCharacter adjusts the straps normally on DestinationCharacter leather straitjacket.,,
ItemArmsLeatherStraitJacketSetSnug,,,SourceCharacter snugs the straps on DestinationCharacter leather straitjacket.,,
ItemArmsLeatherStraitJacketSetTight,,,SourceCharacter tightens the straps on DestinationCharacter leather straitjacket.,,
ItemArmsCollarCuffsSelect,,,How tight do you want the strap linking the cuffs?,,
ItemArmsCollarCuffsLoose,,,Loose,,
ItemArmsCollarCuffsNormal,,,Normal,,
ItemArmsCollarCuffsSnug,,,Snug,,
ItemArmsCollarCuffsTight,,,Tight,,
ItemArmsCollarCuffsSetNone,,,SourceCharacter loosens the strap on DestinationCharacter collar cuffs.,,
ItemArmsCollarCuffsSetNormal,,,SourceCharacter adjusts the strap normally on DestinationCharacter collar cuffs.,,
ItemArmsCollarCuffsSetSnug,,,SourceCharacter snugs the strap on DestinationCharacter collar cuffs.,,
ItemArmsCollarCuffsSetTight,,,SourceCharacter tightens the strap on DestinationCharacter collar cuffs.,,InflatableBodyBagSelectTightness,,,How much do you want to inflate the body bag?,,
InflatableBodyBagPoseLight,,,Light,,
InflatableBodyBagPoseInflated,,,Inflated,,
InflatableBodyBagPoseBloated,,,Bloated,,
InflatableBodyBagPoseMax,,,Max,,
InflatableBodyBagRestrainLight,,,SourceCharacter adjusts DestinationCharacter inflatable body bag to be only lightly filled.,,
InflatableBodyBagRestrainInflated,,,SourceCharacter adjusts DestinationCharacter inflatable body bag to be half filled.,,
InflatableBodyBagRestrainBloated,,,SourceCharacter adjusts DestinationCharacter inflatable body bag to three quarters filled.,,
InflatableBodyBagRestrainMax,,,SourceCharacter adjusts DestinationCharacter inflatable body bag to fill the maximum amount.,,
SturdyLeatherBeltsSelectTightness,,,How many leather belts do you want to apply?,,
SturdyLeatherBeltsPoseOne,,,One,,
SturdyLeatherBeltsPoseTwo,,,Two,,
SturdyLeatherBeltsPoseThree,,,Three,,
SturdyLeatherBeltsPoseFour,,,Four,,
SturdyLeatherBeltsRestrainOne,,,SourceCharacter restrains TargetCharacter with only one sturdy leather belt.,,
SturdyLeatherBeltsRestrainTwo,,,SourceCharacter restrains TargetCharacter with two sturdy leather belts.,,
SturdyLeatherBeltsRestrainThree,,,SourceCharacter restrains TargetCharacter with three sturdy leather belts.,,
SturdyLeatherBeltsRestrainFour,,,SourceCharacter restrains TargetCharacter with four sturdy leather belts.,,
BondageBenchStrapsSelectTightness,,,How many leather belts do you want to apply?,,
BondageBenchStrapsPoseNone,,,No straps,,
BondageBenchStrapsPoseLight,,,Light,,
BondageBenchStrapsPoseNormal,,,Normal,,
BondageBenchStrapsPoseHeavy,,,Heavy,,
BondageBenchStrapsPoseFull,,,Full,,
BondageBenchStrapsRestrainNone,,,SourceCharacter removes the leather belts from DestinationCharacter body.,,
BondageBenchStrapsRestrainLight,,,SourceCharacter loosely restrains TargetCharacter to the bondage bench with few leather belts.,,
BondageBenchStrapsRestrainNormal,,,SourceCharacter restrains TargetCharacter to the bondage bench with a handful of leather belts.,,
BondageBenchStrapsRestrainHeavy,,,SourceCharacter strictly restrains TargetCharacter to the bondage bench with a good amount of leather belts.,,
BondageBenchStrapsRestrainFull,,,SourceCharacter fully restrains TargetCharacter to the bondage bench with a large amount of leather belts.,,
DuctTapePoseHands,,,Hands,,
ItemArmsDuctTapeArms,,,Arms,,
ItemArmsDuctTapeBottom,,,Skirt,,
ItemArmsDuctTapeTop,,,Torso,,
ItemArmsDuctTapeFull,,,Mummy,,
ItemArmsDuctTapeComplete,,,Full Mummy,,
ItemArmsDuctTapeExposedComplete,,,Exposed Full Mummy,,
ItemArmsDuctTapePetTape,,,Pet Tape,,
DuctTapeRestrainHands,,,SourceCharacter wraps duct tape around DestinationCharacter hands.,,
ItemArmsDuctTapeSetArms,,,SourceCharacter removes some of the duct tape from DestinationCharacter torso.,,
ItemArmsDuctTapeSetBottom,,,SourceCharacter creates a duct tape skirt on TargetCharacter and traps her hands in it.,,
ItemArmsDuctTapeSetTop,,,SourceCharacter creates a duct tape top on TargetCharacter and traps her arms in it.,,
ItemArmsDuctTapeSetFull,,,SourceCharacter creates a duct tape mummy on TargetCharacter and traps her arms in it.,,
ItemArmsDuctTapeSetComplete,,,SourceCharacter creates a completed duct tape mummy on TargetCharacter and traps her entire upper body in it.,,
ItemArmsDuctTapeSetExposedComplete,,,SourceCharacter creates a completed duct tape mummy on TargetCharacter and cuts a hole so that her breasts are exposed.,,
ItemArmsDuctTapeSetPetTape,,,SourceCharacter creates a duct tape pet crawler on TargetCharacter arms and legs to trap her.,,
ItemArmsWristShacklesInFront,,,In-front of body,,
ItemArmsWristShacklesBehind,,,Behind back,,
ItemArmsWristShacklesOverhead,,,Above head,,
ItemArmsWristShacklesSetInFront,,,SourceCharacter shackles DestinationCharacter wrist in-front of their body.,,
ItemArmsWristShacklesSetBehind,,,SourceCharacter shackles DestinationCharacter wrist behind their back.,,
ItemArmsWristShacklesSetOverhead,,,SourceCharacter shackles DestinationCharacter wrist above their head.,,
ItemArmsLeatherArmbinderSelect,,,Select strap type,,
ItemArmsLeatherArmbinderStrap,,,Ring Straps,,
ItemArmsLeatherArmbinderWrapStrap,,,Wrapping Straps,,
ItemArmsLeatherArmbinderNone,,,Strapless,,
ItemArmsLeatherArmbinderSetStrap,,,SourceCharacter puts an armbinder with ring straps on DestinationCharacter arms.,,
ItemArmsLeatherArmbinderSetWrapStrap,,,SourceCharacter puts an armbinder with wrapping straps on DestinationCharacter arms.,,
ItemArmsLeatherArmbinderSetNone,,,SourceCharacter puts a strapless armbinder on DestinationCharacter arms.,,
SelectGagType,,,Select the type of gag,,
ClothGagTypeSmall,,,Small,,
ClothGagTypeCleave,,,Cleave,,
ClothGagTypeOTM,,,OTM,,
ClothGagTypeOTN,,,OTN,,
ClothGagSetSmall,,,SourceCharacter ties the cloth into a small gag over DestinationCharacter mouth.,,
ClothGagSetCleave,,,SourceCharacter ties the cloth into a cleave gag over DestinationCharacter mouth.,,
ClothGagSetOTM,,,SourceCharacter stuffs DestinationCharacter mouth with a piece of cloth and secures it with another piece.,,
ClothGagSetOTN,,,SourceCharacter stuffs DestinationCharacter mouth with a piece of cloth and secures the gag over her mouth and nose.,,
DuctTapeMouthTypeSmall,,,Single strip,,
DuctTapeMouthTypeCrossed,,,Crossed strips,,
DuctTapeMouthTypeFull,,,Full face,,
DuctTapeMouthTypeDouble,,,Double layer,,
DuctTapeMouthTypeCover,,,OTN,,
DuctTapeMouthSetSmall,,,SourceCharacter puts a piece of duct tape on DestinationCharacter mouth.,,
DuctTapeMouthSetCrossed,,,SourceCharacter crosses two pieces of duct tape on DestinationCharacter mouth.,,
DuctTapeMouthSetFull,,,SourceCharacter fully tapes DestinationCharacter mouth.,,
DuctTapeMouthSetDouble,,,SourceCharacter fully tapes DestinationCharacter mouth with double layers.,,
DuctTapeMouthSetCover,,,SourceCharacter wraps many layers on DestinationCharacter mouth.,,
BallGagMouthTypeNormal,,,Normal,,
BallGagMouthTypeShiny,,,Shiny,,
BallGagMouthTypeTight,,,Tight,,
PlugGagMouthTypePlug,,,Plugged,,
PlugGagMouthTypeOpen,,,Open,,
PlugGagMouthSetPlug,,,SourceCharacter plugs up DestinationCharacter mouth.,,
PlugGagMouthSetOpen,,,SourceCharacter pulls out DestinationCharacter plug from her gag.,,
InteractiveVisorHeadSetTransparent,,,SourceCharacter configures DestinationCharacter visor to be transparent.,,
InteractiveVisorHeadSetBlind,,,SourceCharacter configures DestinationCharacter visor to be fully opaque.,,
InteractiveVisorHeadTypeTransparent,,,Transparent,,
InteractiveVisorHeadTypeBlind,,,Blind,,
InteractiveVisorHeadSetLightTint,,,SourceCharacter configures DestinationCharacter visor to fade slightly.,,
InteractiveVisorHeadSetHeavyTint,,,SourceCharacter configures DestinationCharacter visor to be heavily tinted.,,
InteractiveVisorHeadTypeLightTint,,,Light Tint,,
InteractiveVisorHeadTypeHeavyTint,,,Heavy Tint,,
SelectVisorType,,,Select the type of visor,,
InteractiveVRHeadsetHeadSetVirtual,,,SourceCharacter logs DestinationCharacter headset into the virtual world as her real self.,,
InteractiveVRHeadsetHeadSetFreeVR,,,SourceCharacter logs DestinationCharacter headset into the virtual world as a custom avatar.,,
InteractiveVRHeadsetHeadSetAR,,,SourceCharacter configures DestinationCharacter headset to display the surroundings through a camera feed.,,
InteractiveVRHeadsetHeadSetGaming,,,SourceCharacter boots up Kinky Dungeon on DestinationCharacter headset.,,
InteractiveVRHeadsetHeadSetOff,,,SourceCharacter turns off DestinationCharacter headset.,,
InteractiveVRHeadsetHeadTypeVirtual,,,VR (Real Avatar),,
InteractiveVRHeadsetHeadTypeGaming,,,Kinky Dungeon,,
InteractiveVRHeadsetHeadTypeAR,,,Passthrough,,
InteractiveVRHeadsetHeadTypeFreeVR,,,VR (Custom Avatar),,
InteractiveVRHeadsetHeadTypeOff,,,Off,,
SelectHeadsetType,,,Select the type of image to display,,
CantChangeWhileLockedFuturistic,,,Access denied.,,
FuturisticItemLoginLoginAttempt,,,SourceCharacter tried to log in to the device on DestinationCharacter FocusAssetGroup but was locked out.,,
FuturisticItemLoginScreen,,,Item is locked. Only authorized users may alter settings.,,
FuturisticItemPassword,,,Enter Password:,,
FuturisticItemLogIn,,,Log in,,
FuturisticArmbinderSetNormal,,,SourceCharacter configures DestinationCharacter armbinder to standard tightness.,,
FuturisticArmbinderSetTight,,,SourceCharacter configures DestinationCharacter armbinder to enhanced tightness.,,
FuturisticArmbinderTypeNormal,,,Standard Mode,,
FuturisticArmbinderTypeTight,,,Strict Mode,,
SelectFuturisticArmbinderType,,,Select device tightness:,,
FuturisticHarnessType,,,Select device mode:,,
FuturisticHarnessTypeFull,,,Full,,
FuturisticHarnessTypeUpper,,,Upper,,
FuturisticHarnessTypeLower,,,Lower,,
FuturisticHarnessSetLower,,,SourceCharacter moves DestinationCharacter harness to the lower body.,,
FuturisticHarnessSetUpper,,,SourceCharacter moves DestinationCharacter harness to the upper body.,,
FuturisticHarnessSetFull,,,SourceCharacter configures DestinationCharacter harness to surround the whole body in straps.,,
SelectFuturisticStraitjacketType,,,Select device mode:,,
FuturisticStraitjacketSetHandsFront,,,SourceCharacter configures DestinationCharacter straitjacket to restrain hands in the front.,,
FuturisticStraitjacketSetHandsBack,,,SourceCharacter configures DestinationCharacter straitjacket to restrain hands in the back.,,
FuturisticStraitjacketSetHandsFrontChastity,,,SourceCharacter configures DestinationCharacter straitjacket to restrain hands in the front.,,
FuturisticStraitjacketSetHandsBackChastity,,,SourceCharacter configures DestinationCharacter straitjacket to restrain hands in back.,,
FuturisticStraitjacketTypeHandsFront,,,Hands in front,,
FuturisticStraitjacketTypeHandsBack,,,Hands behind,,
FuturisticStraitjacketTypeHandsFrontChastity,,,Hands in front + chastity,,
FuturisticStraitjacketTypeHandsBackChastity,,,Hands behind + chasity,,
FuturisticMittensSetGloves,,,SourceCharacter configures DestinationCharacter mittens to relax and leave her hands free,,
FuturisticMittensSetMittens,,,SourceCharacter configures DestinationCharacter mittens to clasp her hands tightly into fists.,,
FuturisticMittensTypeGloves,,,Gloves Mode,,
FuturisticMittensTypeMittens,,,Mittens Mode,,
SelectFuturisticMittensType,,,Select device mode:,,
FuturisticPanelGagMouthDeflationTimeSetting120000,,,Timer: 2 min,,
FuturisticPanelGagMouthDeflationTimeSetting300000,,,Timer: 5 min,,
FuturisticPanelGagMouthDeflationTimeSetting900000,,,Timer: 15 min,,
FuturisticPanelGagMouthDeflationTimeSetting3600000,,,Timer: 1 hour,,
FuturisticPanelGagMouthDeflationTimeSetting72000000,,,Timer: 20 hours,,
FuturisticPanelGagMouthDeflationTimeButton120000,,,2 min,,
FuturisticPanelGagMouthDeflationTimeButton300000,,,5 min,,
FuturisticPanelGagMouthDeflationTimeButton900000,,,15 min,,
FuturisticPanelGagMouthDeflationTimeButton3600000,,,1 hour,,
FuturisticPanelGagMouthDeflationTimeButton72000000,,,20 hours,,
FuturisticPanelGagMouthDeflationTimeButtonPump,,,Trigger Inflation,,
FuturisticPanelGagMouthDeflationTime,,,Time until deflation:,,
FuturisticPanelGagMouthButtonChatMessage,,,Show chat message ,,
FuturisticPanelGagMouthButtonAutoPunish,,,Auto-inflation sensitivity:,,
FuturisticPanelGagMouthTypeDesc,,,Gag configuration:,,
FuturisticPanelGagMouthTypePadded,,,Padded,,
FuturisticPanelGagMouthTypeLightBall,,,Small Plug,,
FuturisticPanelGagMouthTypeBall,,,Ball,,
FuturisticPanelGagMouthTypeBallGag,,,Ball,,
FuturisticPanelGagMouthTypeBallLarge,,,Large Ball,,
FuturisticPanelGagMouthTypePlug,,,Dildo,,
FuturisticPanelGagMouthSetPadded,,,SourceCharacter configures DestinationCharacter gag to padded mode.,,
